user_id,last_order,frequency,monetary,recency,r_score,f_score,m_score,rfm_segment
U001661,2025-12-13,10,7181.74,18,4,5,5,Champions
U001662,2025-10-21,1,243.11,71,2,1,1,Hibernating
U001663,2025-12-12,4,3537.32,19,4,3,4,Potential Loyalists
U001664,2025-12-18,3,2424.76,13,5,2,3,New & Promising
U001665,2025-08-28,1,271.96,125,2,1,1,Hibernating
U001666,2025-12-11,5,2841.5600000000004,20,4,3,3,Potential Loyalists
U001667,2025-07-12,1,865.06,172,1,1,1,Hibernating
U001668,2025-05-10,5,1782.39,235,1,3,2,At Risk
U001669,2025-12-28,7,5696.7699999999995,3,5,4,5,Champions
U001670,2025-12-16,10,6662.15,15,5,5,5,Champions
U001671,2025-11-16,4,5143.32,45,3,3,5,Potential Loyalists
U001672,2025-01-30,1,207.81,335,1,1,1,Hibernating
U001673,2025-11-16,4,2462.5299999999997,45,3,3,3,Potential Loyalists
U001674,2025-12-19,8,6173.6,12,5,5,5,Champions
U001675,2025-12-11,4,1102.45,20,4,3,1,Potential Loyalists
U001676,2025-11-02,10,6367.9800000000005,59,3,5,5,Loyal
U001677,2025-07-13,2,1825.14,171,1,1,2,Hibernating
U001678,2025-11-10,4,841.02,51,3,3,1,Potential Loyalists
U001679,2025-12-16,8,5637.38,15,5,5,5,Champions
U001680,2025-02-23,1,287.31,311,1,1,1,Hibernating
U001681,2025-10-27,1,622.0,65,3,1,1,Potential Loyalists
U001682,2025-08-04,3,1289.31,149,1,2,2,Hibernating
U001683,2025-11-10,7,6006.86,51,3,4,5,Loyal
U001684,2025-11-02,2,730.1099999999999,59,3,1,1,Potential Loyalists
U001685,2025-07-01,3,1437.76,183,1,2,2,Hibernating
U001686,2025-12-03,6,3781.12,28,4,4,4,Champions
U001687,2025-12-12,10,4641.72,19,4,5,4,Champions
U001688,2025-07-13,6,4807.07,171,1,4,5,Loyal
U001689,2025-10-05,8,6731.75,87,2,5,5,Loyal
U001690,2025-11-26,6,4126.66,35,4,4,4,Champions
U001691,2025-10-17,7,3550.24,75,2,4,4,Loyal
U001692,2025-06-25,1,250.55,189,1,1,1,Hibernating
U001693,2025-08-20,2,3383.1,133,1,1,4,Hibernating
U001694,2025-09-28,5,2143.92,94,2,3,3,At Risk
U001696,2025-09-22,6,5520.99,100,2,4,5,Loyal
U001697,2025-12-18,6,2995.77,13,5,4,3,Champions
U001698,2025-12-11,6,3616.41,20,4,4,4,Champions
U001699,2025-10-13,5,1842.17,79,2,3,2,At Risk
U001700,2025-12-07,6,4093.65,24,4,4,4,Champions
U001701,2025-12-20,9,5306.35,11,5,5,5,Champions
U001702,2025-09-15,2,390.02,107,2,1,1,Hibernating
U001703,2025-03-21,4,2772.67,285,1,3,3,At Risk
U001704,2025-12-19,8,4632.08,12,5,5,4,Champions
U001705,2025-09-17,6,3363.1400000000003,105,2,4,4,Loyal
U001706,2025-09-10,7,4707.88,112,2,4,4,Loyal
U001707,2025-11-18,4,4007.5,43,3,3,4,Potential Loyalists
U001708,2025-05-11,5,4381.91,234,1,3,4,At Risk
U001709,2025-11-22,3,1509.71,39,3,2,2,Potential Loyalists
U001710,2025-11-16,11,7262.92,45,3,5,5,Loyal
U001711,2025-11-22,3,1524.48,39,3,2,2,Potential Loyalists
U001712,2025-03-07,1,398.0,299,1,1,1,Hibernating
U001713,2025-09-11,1,1774.04,111,2,1,2,Hibernating
U001714,2025-12-22,7,2769.21,9,5,4,3,Champions
U001715,2025-11-17,4,2753.5299999999997,44,3,3,3,Potential Loyalists
U001716,2025-07-29,5,2753.15,155,1,3,3,At Risk
U001717,2025-11-10,10,5603.07,51,3,5,5,Loyal
U001718,2025-10-05,9,7378.95,87,2,5,5,Loyal
U001719,2025-07-29,3,1570.98,155,1,2,2,Hibernating
U001720,2025-11-23,8,5123.25,38,3,5,5,Loyal
U001721,2025-12-22,9,5568.23,9,5,5,5,Champions
U001722,2025-06-01,1,2515.04,213,1,1,3,Hibernating
U001723,2025-09-10,4,1737.67,112,2,3,2,At Risk
U001724,2025-10-11,9,6655.98,81,2,5,5,Loyal
U001725,2025-12-18,12,8693.78,13,5,5,5,Champions
U001726,2025-12-16,7,3105.69,15,5,4,3,Champions
U001727,2025-12-18,4,2044.3700000000001,13,5,3,2,Potential Loyalists
U001728,2025-07-19,5,3036.78,165,1,3,3,At Risk
U001729,2025-08-13,4,2159.59,140,1,3,3,At Risk
U001730,2025-05-28,1,616.82,217,1,1,1,Hibernating
U001733,2025-11-11,3,2505.56,50,3,2,3,Potential Loyalists
U001734,2025-11-12,6,4059.8900000000003,49,3,4,4,Loyal
U001735,2025-11-03,1,171.15,58,3,1,1,Potential Loyalists
U001736,2025-07-19,4,2406.04,165,1,3,3,At Risk
U001737,2025-11-18,7,2658.09,43,3,4,3,Loyal
U001738,2025-08-17,4,3224.0299999999997,136,1,3,4,At Risk
U001739,2025-07-22,2,876.21,162,1,1,1,Hibernating
U001740,2025-12-13,5,3103.7400000000002,18,4,3,3,Potential Loyalists
U001741,2025-10-23,5,3473.2200000000003,69,2,3,4,At Risk
U001742,2025-11-30,8,7360.43,31,4,5,5,Champions
U001743,2025-09-11,3,1436.9900000000002,111,2,2,2,Hibernating
U001744,2025-12-19,6,4227.65,12,5,4,4,Champions
U001745,2025-10-08,3,1791.51,84,2,2,2,Hibernating
U001746,2025-04-27,2,914.78,248,1,1,1,Hibernating
U001747,2025-06-07,1,510.07,207,1,1,1,Hibernating
U001748,2025-12-20,4,1894.04,11,5,3,2,Potential Loyalists
U001749,2025-10-17,1,322.86,75,2,1,1,Hibernating
U001750,2025-09-06,6,2558.65,116,2,4,3,Loyal
U001751,2025-12-17,6,2222.38,14,5,4,3,Champions
U001752,2025-03-24,1,258.82,282,1,1,1,Hibernating
U001753,2025-06-28,2,478.71000000000004,186,1,1,1,Hibernating
U001754,2025-07-26,2,2880.75,158,1,1,3,Hibernating
U001755,2025-12-23,7,4391.2699999999995,8,5,4,4,Champions
U001756,2025-12-12,5,4645.77,19,4,3,4,Potential Loyalists
U001757,2025-12-27,5,2926.59,4,5,3,3,Potential Loyalists
U001758,2025-08-18,2,1826.38,135,1,1,2,Hibernating
U001759,2025-06-12,3,2200.17,202,1,2,3,Hibernating
U001760,2025-12-11,8,7749.03,20,4,5,5,Champions
U001761,2025-11-22,3,2055.69,39,3,2,2,Potential Loyalists
U001762,2025-11-27,5,2717.38,34,4,3,3,Potential Loyalists
U001764,2025-12-13,4,1310.81,18,4,3,2,Potential Loyalists
U001765,2025-08-29,1,250.15,124,2,1,1,Hibernating
U001766,2025-11-16,7,2543.01,45,3,4,3,Loyal
U001767,2025-07-02,3,1140.0,182,1,2,1,Hibernating
U001768,2025-06-17,1,964.17,197,1,1,1,Hibernating
U001769,2025-08-07,6,3157.65,146,1,4,3,Loyal
U001770,2025-05-27,2,994.78,218,1,1,1,Hibernating
U001771,2025-12-16,6,3792.97,15,5,4,4,Champions
U001773,2025-06-05,1,493.7,209,1,1,1,Hibernating
U001774,2025-11-22,8,5998.6,39,3,5,5,Loyal
U001775,2025-12-13,5,4004.4900000000002,18,4,3,4,Potential Loyalists
U001776,2025-06-18,3,1025.07,196,1,2,1,Hibernating
U001777,2025-12-10,3,1245.79,21,4,2,2,New & Promising
U001778,2025-01-07,1,886.66,358,1,1,1,Hibernating
U001779,2025-12-13,11,6339.76,18,4,5,5,Champions
U001780,2025-12-20,6,2615.45,11,5,4,3,Champions
U001781,2025-12-04,11,4697.71,27,4,5,4,Champions
U001782,2025-10-25,6,3792.96,67,3,4,4,Loyal
U001783,2025-10-14,5,3408.5699999999997,78,2,3,4,At Risk
U001784,2025-12-19,3,1417.62,12,5,2,2,New & Promising
U001785,2025-11-14,10,4285.8099999999995,47,3,5,4,Loyal
U001786,2025-12-13,4,2220.85,18,4,3,3,Potential Loyalists
U001787,2025-12-11,5,2017.81,20,4,3,2,Potential Loyalists
U001788,2025-11-15,1,422.84,46,3,1,1,Potential Loyalists
U001789,2025-10-12,7,4405.99,80,2,4,4,Loyal
U001790,2025-12-12,7,4109.13,19,4,4,4,Champions
U001791,2025-09-04,1,1329.0,118,2,1,2,Hibernating
U001792,2025-12-08,4,2815.8,23,4,3,3,Potential Loyalists
U001793,2025-10-19,12,5776.19,73,2,5,5,Loyal
U001794,2025-12-06,5,2515.87,25,4,3,3,Potential Loyalists
U001795,2025-08-19,3,2020.8999999999999,134,1,2,2,Hibernating
U001796,2025-12-17,12,5063.18,14,5,5,5,Champions
U001797,2025-08-21,3,1005.74,132,1,2,1,Hibernating
U001798,2025-10-30,6,5489.299999999999,62,3,4,5,Loyal
U001799,2025-12-07,5,2002.25,24,4,3,2,Potential Loyalists
U001800,2025-12-02,11,4635.05,29,4,5,4,Champions
U001801,2025-11-26,13,6865.64,35,4,5,5,Champions
U001803,2025-09-21,4,3314.25,101,2,3,4,At Risk
U001804,2025-10-05,2,1254.3,87,2,1,2,Hibernating
U001805,2025-11-12,4,2745.34,49,3,3,3,Potential Loyalists
U001807,2025-10-12,4,1923.81,80,2,3,2,At Risk
U001808,2025-12-03,7,5290.6900000000005,28,4,4,5,Champions
U001809,2025-12-17,4,2178.71,14,5,3,3,Potential Loyalists
U001810,2025-08-02,1,283.84,151,1,1,1,Hibernating
U001811,2025-09-21,5,2892.4,101,2,3,3,At Risk
U001812,2025-09-15,2,1124.59,107,2,1,1,Hibernating
U001813,2025-12-06,2,467.95,25,4,1,1,New & Promising
U001814,2025-11-18,1,441.45,43,3,1,1,Potential Loyalists
U001815,2025-12-28,3,2093.0,3,5,2,2,New & Promising
U001816,2025-10-25,3,1834.6399999999999,67,3,2,2,Potential Loyalists
U001817,2025-11-20,7,5080.33,41,3,4,5,Loyal
U001818,2025-08-29,9,5408.16,124,2,5,5,Loyal
U001819,2025-11-18,3,919.98,43,3,2,1,Potential Loyalists
U001820,2025-11-25,2,748.75,36,4,1,1,New & Promising
U001821,2025-09-14,1,596.0,108,2,1,1,Hibernating
U001822,2025-12-27,5,3508.82,4,5,3,4,Potential Loyalists
U001823,2025-01-26,1,501.27,339,1,1,1,Hibernating
U001824,2025-08-11,6,3320.62,142,1,4,4,Loyal
U001825,2025-09-08,6,4144.47,114,2,4,4,Loyal
U001826,2025-11-10,6,2427.06,51,3,4,3,Loyal
U001827,2025-11-01,5,2277.55,60,3,3,3,Potential Loyalists
U001828,2025-10-25,9,6331.35,67,3,5,5,Loyal
U001829,2025-12-20,9,8281.41,11,5,5,5,Champions
U001830,2025-11-23,4,1551.75,38,3,3,2,Potential Loyalists
U001831,2025-09-25,6,2570.7200000000003,97,2,4,3,Loyal
U001832,2025-12-27,8,2990.37,4,5,5,3,Champions
U001833,2025-12-01,8,6495.849999999999,30,4,5,5,Champions
U001834,2025-12-02,7,4804.23,29,4,4,5,Champions
U001835,2025-10-29,4,2390.27,63,3,3,3,Potential Loyalists
U001836,2025-09-25,1,465.48,97,2,1,1,Hibernating
U001837,2025-12-14,6,3962.39,17,5,4,4,Champions
U001838,2025-09-06,5,3601.2599999999998,116,2,3,4,At Risk
U001839,2025-09-10,3,1439.21,112,2,2,2,Hibernating
U001840,2025-05-13,1,316.13,232,1,1,1,Hibernating
U001841,2025-10-04,6,3232.07,88,2,4,4,Loyal
U001842,2025-07-28,3,1955.05,156,1,2,2,Hibernating
U001843,2025-11-14,2,1240.36,47,3,1,2,Potential Loyalists
U001844,2025-09-21,5,2474.91,101,2,3,3,At Risk
U001846,2025-12-12,3,1277.24,19,4,2,2,New & Promising
U001847,2025-11-02,10,13221.62,59,3,5,5,Loyal
U001848,2025-12-31,3,2449.13,0,5,2,3,New & Promising
U001849,2025-09-19,3,2062.0,103,2,2,2,Hibernating
U001850,2025-12-29,6,4969.45,2,5,4,5,Champions
U001851,2025-12-16,11,5963.71,15,5,5,5,Champions
U001852,2025-07-26,1,307.63,158,1,1,1,Hibernating
U001853,2025-10-20,3,4706.09,72,2,2,4,Hibernating
U001854,2025-09-02,1,1947.33,120,2,1,2,Hibernating
U001855,2025-07-09,4,1998.32,175,1,3,2,At Risk
U001856,2025-12-21,4,4328.24,10,5,3,4,Potential Loyalists
U001857,2025-12-03,7,2584.4,28,4,4,3,Champions
U001858,2025-11-24,7,3810.5499999999997,37,4,4,4,Champions
U001859,2025-12-12,15,10063.31,19,4,5,5,Champions
U001860,2025-11-29,5,3828.38,32,4,3,4,Potential Loyalists
U001861,2025-06-17,2,966.3,197,1,1,1,Hibernating
U001863,2025-12-27,8,10046.01,4,5,5,5,Champions
U001864,2025-11-10,3,1582.93,51,3,2,2,Potential Loyalists
U001865,2025-09-27,4,1209.08,95,2,3,2,At Risk
U001866,2025-12-02,3,1662.39,29,4,2,2,New & Promising
U001867,2025-12-20,12,6106.48,11,5,5,5,Champions
U001868,2025-11-16,7,4828.98,45,3,4,5,Loyal
U001869,2025-11-10,1,386.44,51,3,1,1,Potential Loyalists
U001870,2025-12-27,3,2090.58,4,5,2,2,New & Promising
U001872,2025-05-31,1,310.3,214,1,1,1,Hibernating
U001874,2025-12-14,7,5153.070000000001,17,5,4,5,Champions
U001875,2025-10-15,4,2157.44,77,2,3,3,At Risk
U001876,2025-12-18,10,7878.03,13,5,5,5,Champions
U001877,2025-12-26,8,3777.5699999999997,5,5,5,4,Champions
U001878,2025-12-31,3,2349.93,0,5,2,3,New & Promising
U001879,2025-04-25,5,3338.74,250,1,3,4,At Risk
U001881,2025-08-24,3,3561.34,129,1,2,4,Hibernating
U001882,2025-12-08,7,4872.23,23,4,4,5,Champions
U001884,2025-11-12,5,2228.34,49,3,3,3,Potential Loyalists
U001885,2025-12-13,5,3595.64,18,4,3,4,Potential Loyalists
U001886,2025-10-04,2,1295.45,88,2,1,2,Hibernating
U001887,2025-09-17,6,4878.8,105,2,4,5,Loyal
U001888,2025-12-14,9,6822.88,17,5,5,5,Champions
U001889,2025-12-24,7,3957.1800000000003,7,5,4,4,Champions
U001890,2025-12-26,10,8419.79,5,5,5,5,Champions
U001891,2025-10-16,3,1494.8899999999999,76,2,2,2,Hibernating
U001892,2025-12-02,1,342.0,29,4,1,1,New & Promising
U001893,2025-11-20,4,2733.42,41,3,3,3,Potential Loyalists
U001894,2025-11-26,4,1425.6100000000001,35,4,3,2,Potential Loyalists
U001895,2025-10-26,2,882.1099999999999,66,3,1,1,Potential Loyalists
U001896,2025-11-24,3,1043.4,37,4,2,1,New & Promising
U001897,2025-08-23,3,1771.75,130,1,2,2,Hibernating
U001898,2025-04-24,1,654.21,251,1,1,1,Hibernating
U001899,2025-10-31,4,1254.0100000000002,61,3,3,2,Potential Loyalists
U001900,2025-12-24,3,1379.1599999999999,7,5,2,2,New & Promising
U001901,2025-07-25,4,2722.85,159,1,3,3,At Risk
U001902,2025-12-20,2,671.73,11,5,1,1,New & Promising
U001903,2025-11-15,11,6042.45,46,3,5,5,Loyal
U001904,2025-12-17,4,2184.92,14,5,3,3,Potential Loyalists
U001905,2025-11-19,8,6409.62,42,3,5,5,Loyal
U001906,2025-06-14,4,2289.6,200,1,3,3,At Risk
U001907,2025-07-04,1,238.69,180,1,1,1,Hibernating
U001908,2025-12-24,12,7199.5,7,5,5,5,Champions
U001909,2025-12-30,9,6314.33,1,5,5,5,Champions
U001910,2025-12-13,7,4771.43,18,4,4,5,Champions
U001911,2025-11-03,7,5535.72,58,3,4,5,Loyal
U001912,2025-10-24,2,2162.42,68,2,1,3,Hibernating
U001914,2025-11-21,2,1252.24,40,3,1,2,Potential Loyalists
U001915,2025-11-10,8,7312.69,51,3,5,5,Loyal
U001916,2025-12-16,4,1927.1799999999998,15,5,3,2,Potential Loyalists
U001917,2025-10-28,13,8252.64,64,3,5,5,Loyal
U001918,2025-09-09,3,1661.54,113,2,2,2,Hibernating
U001919,2025-12-16,3,2573.17,15,5,2,3,New & Promising
U001920,2025-12-10,10,7930.38,21,4,5,5,Champions
U001921,2025-10-18,2,697.87,74,2,1,1,Hibernating
U001922,2025-12-01,5,3093.98,30,4,3,3,Potential Loyalists
U001923,2025-12-01,1,331.55,30,4,1,1,New & Promising
U001924,2025-09-10,5,4309.6900000000005,112,2,3,4,At Risk
U001925,2025-12-23,3,1912.82,8,5,2,2,New & Promising
U001926,2025-12-28,5,4557.36,3,5,3,4,Potential Loyalists
U001927,2025-11-30,4,1455.6200000000001,31,4,3,2,Potential Loyalists
U001928,2025-11-19,3,2592.65,42,3,2,3,Potential Loyalists
U001929,2025-11-26,9,7169.35,35,4,5,5,Champions
U001930,2025-10-11,5,3680.72,81,2,3,4,At Risk
U001931,2025-09-08,5,4097.7,114,2,3,4,At Risk
U001932,2025-11-25,6,5948.66,36,4,4,5,Champions
U001933,2025-12-13,3,1745.25,18,4,2,2,New & Promising
U001934,2025-12-18,6,2008.14,13,5,4,2,Champions
U001935,2025-11-30,8,4096.38,31,4,5,4,Champions
U001936,2025-12-03,9,5464.01,28,4,5,5,Champions
U001937,2025-08-31,5,3106.07,122,2,3,3,At Risk
U001939,2025-12-13,5,3223.56,18,4,3,4,Potential Loyalists
U001940,2025-12-16,6,3545.19,15,5,4,4,Champions
U001941,2025-11-28,3,1374.65,33,4,2,2,New & Promising
U001942,2025-11-28,7,5844.18,33,4,4,5,Champions
U001943,2025-12-07,3,2058.45,24,4,2,2,New & Promising
U001944,2025-09-17,2,873.3299999999999,105,2,1,1,Hibernating
U001945,2025-09-10,3,2337.58,112,2,2,3,Hibernating
U001946,2025-11-19,3,1070.1999999999998,42,3,2,1,Potential Loyalists
U001947,2025-09-03,7,4738.91,119,2,4,5,Loyal
U001948,2025-11-14,2,2109.21,47,3,1,2,Potential Loyalists
U001949,2025-11-12,4,2755.79,49,3,3,3,Potential Loyalists
U001950,2025-12-20,7,3049.34,11,5,4,3,Champions
U001951,2025-11-30,6,3617.0600000000004,31,4,4,4,Champions
U001952,2025-11-27,6,5018.21,34,4,4,5,Champions
U001953,2025-04-22,2,1103.99,253,1,1,1,Hibernating
U001954,2025-12-30,5,2422.0,1,5,3,3,Potential Loyalists
U001955,2025-09-04,8,2850.7999999999997,118,2,5,3,Loyal
U001956,2025-12-11,5,1432.8,20,4,3,2,Potential Loyalists
U001957,2025-04-02,1,279.72,273,1,1,1,Hibernating
U001958,2025-11-19,7,5134.05,42,3,4,5,Loyal
U001959,2025-10-12,4,1568.28,80,2,3,2,At Risk
U001961,2025-06-21,2,861.29,193,1,1,1,Hibernating
U001962,2025-07-03,2,1908.6,181,1,1,2,Hibernating
U001963,2025-12-30,5,3506.21,1,5,3,4,Potential Loyalists
U001964,2025-12-08,5,2468.61,23,4,3,3,Potential Loyalists
U001965,2025-11-11,2,1403.1,50,3,1,2,Potential Loyalists
U001966,2025-12-09,4,2591.0099999999998,22,4,3,3,Potential Loyalists
U001967,2025-10-07,1,1270.41,85,2,1,2,Hibernating
U001968,2025-09-22,5,4763.18,100,2,3,5,At Risk
U001969,2025-11-19,4,1467.24,42,3,3,2,Potential Loyalists
U001970,2025-12-07,9,7004.990000000001,24,4,5,5,Champions
U001971,2025-09-26,2,893.24,96,2,1,1,Hibernating
U001972,2025-10-22,4,1939.42,70,2,3,2,At Risk
U001973,2025-05-28,1,466.96,217,1,1,1,Hibernating
U001974,2025-12-31,2,1302.01,0,5,1,2,New & Promising
U001975,2025-11-29,3,2063.12,32,4,2,2,New & Promising
U001976,2025-12-13,5,1686.6399999999999,18,4,3,2,Potential Loyalists
U001977,2025-09-13,3,1443.53,109,2,2,2,Hibernating
U001978,2025-10-05,6,4294.0,87,2,4,4,Loyal
U001979,2025-11-16,9,6348.02,45,3,5,5,Loyal
U001980,2025-12-08,8,5330.22,23,4,5,5,Champions
U001981,2025-12-06,4,3650.9900000000002,25,4,3,4,Potential Loyalists
U001982,2025-11-02,6,5691.93,59,3,4,5,Loyal
U001983,2025-10-24,1,345.52,68,2,1,1,Hibernating
U001984,2025-10-08,2,1701.92,84,2,1,2,Hibernating
U001985,2025-12-13,4,1411.8500000000001,18,4,3,2,Potential Loyalists
U001986,2025-10-25,2,505.34,67,3,1,1,Potential Loyalists
U001987,2025-11-02,4,1342.2,59,3,3,2,Potential Loyalists
U001988,2025-12-02,7,5919.44,29,4,4,5,Champions
U001989,2025-07-31,6,5700.89,153,1,4,5,Loyal
U001990,2025-10-01,11,7224.66,91,2,5,5,Loyal
U001991,2025-11-11,1,362.33,50,3,1,1,Potential Loyalists
U001992,2025-06-13,4,2283.8599999999997,201,1,3,3,At Risk
U001993,2025-12-29,7,3212.11,2,5,4,4,Champions
U001994,2025-12-14,5,3440.5,17,5,3,4,Potential Loyalists
U001995,2025-10-08,6,1908.93,84,2,4,2,Loyal
U001996,2025-11-01,6,2853.27,60,3,4,3,Loyal
U001997,2025-10-05,3,3751.43,87,2,2,4,Hibernating
U001998,2025-11-11,4,2510.5,50,3,3,3,Potential Loyalists
U001999,2025-12-26,7,4381.67,5,5,4,4,Champions
U002000,2025-10-26,6,1603.19,66,3,4,2,Loyal
U002002,2025-12-12,3,939.29,19,4,2,1,New & Promising
U002003,2025-12-06,9,3991.1,25,4,5,4,Champions
U002004,2025-05-24,4,2235.2200000000003,221,1,3,3,At Risk
U002005,2025-12-08,4,1783.4499999999998,23,4,3,2,Potential Loyalists
U002007,2025-07-31,1,215.35,153,1,1,1,Hibernating
U002008,2025-11-18,4,2782.03,43,3,3,3,Potential Loyalists
U002009,2025-12-27,11,5546.53,4,5,5,5,Champions
U002010,2025-09-08,5,1912.07,114,2,3,2,At Risk
U002011,2025-12-11,4,2763.15,20,4,3,3,Potential Loyalists
U002012,2025-10-07,8,6112.4400000000005,85,2,5,5,Loyal
U002013,2025-06-17,4,1769.99,197,1,3,2,At Risk
U002014,2025-11-22,5,3406.96,39,3,3,4,Potential Loyalists
U002015,2025-12-01,3,1698.69,30,4,2,2,New & Promising
U002016,2025-10-01,2,1099.96,91,2,1,1,Hibernating
U002017,2025-11-10,6,4412.5,51,3,4,4,Loyal
U002018,2025-12-29,7,3405.8,2,5,4,4,Champions
U002019,2025-11-14,3,1892.04,47,3,2,2,Potential Loyalists
U002020,2025-12-14,1,197.69,17,5,1,1,New & Promising
U002021,2025-06-06,3,1473.26,208,1,2,2,Hibernating
U002022,2025-09-09,5,3560.53,113,2,3,4,At Risk
U002023,2025-09-17,3,750.3,105,2,2,1,Hibernating
U002024,2025-12-21,3,1408.02,10,5,2,2,New & Promising
U002025,2025-09-12,2,487.0,110,2,1,1,Hibernating
U002026,2025-11-08,5,5904.86,53,3,3,5,Potential Loyalists
U002027,2025-12-18,4,1666.92,13,5,3,2,Potential Loyalists
U002028,2025-12-20,7,4551.17,11,5,4,4,Champions
U002029,2025-09-07,4,1045.9299999999998,115,2,3,1,At Risk
U002030,2025-12-13,5,2012.2800000000002,18,4,3,2,Potential Loyalists
U002031,2025-07-23,5,3136.32,161,1,3,3,At Risk
U002032,2025-11-15,13,10506.08,46,3,5,5,Loyal
U002033,2025-10-05,9,6603.5,87,2,5,5,Loyal
U002034,2025-07-07,3,2023.69,177,1,2,2,Hibernating
U002035,2025-10-29,1,1101.0,63,3,1,1,Potential Loyalists
U002036,2025-12-21,5,2833.2000000000003,10,5,3,3,Potential Loyalists
U002037,2025-12-13,4,2528.59,18,4,3,3,Potential Loyalists
U002038,2025-12-03,7,5183.64,28,4,4,5,Champions
U002039,2025-10-23,6,4217.24,69,2,4,4,Loyal
U002040,2025-02-03,1,938.15,331,1,1,1,Hibernating
U002042,2025-12-12,7,2939.22,19,4,4,3,Champions
U002043,2025-11-23,9,5864.3,38,3,5,5,Loyal
U002044,2025-12-26,4,2931.98,5,5,3,3,Potential Loyalists
U002045,2025-11-03,3,1635.4299999999998,58,3,2,2,Potential Loyalists
U002046,2025-12-27,6,2857.8999999999996,4,5,4,3,Champions
U002047,2025-09-19,1,365.41,103,2,1,1,Hibernating
U002048,2025-12-23,1,258.62,8,5,1,1,New & Promising
U002049,2025-09-09,1,1164.84,113,2,1,1,Hibernating
U002050,2025-12-04,6,3125.39,27,4,4,3,Champions
U002051,2025-12-14,5,3895.87,17,5,3,4,Potential Loyalists
U002052,2025-07-26,3,1250.1200000000001,158,1,2,2,Hibernating
U002053,2025-10-14,5,3380.94,78,2,3,4,At Risk
U002054,2025-11-27,3,2202.4,34,4,2,3,New & Promising
U002056,2025-12-30,1,415.0,1,5,1,1,New & Promising
U002057,2025-12-01,5,2459.98,30,4,3,3,Potential Loyalists
U002058,2025-12-30,10,7271.69,1,5,5,5,Champions
U002059,2025-11-02,6,2940.09,59,3,4,3,Loyal
U002060,2025-10-11,4,3377.57,81,2,3,4,At Risk
U002061,2025-12-21,5,2768.96,10,5,3,3,Potential Loyalists
U002062,2025-09-13,6,3455.7200000000003,109,2,4,4,Loyal
U002063,2025-11-17,7,4522.22,44,3,4,4,Loyal
U002065,2025-11-17,12,7589.6,44,3,5,5,Loyal
U002066,2025-11-21,7,3504.0,40,3,4,4,Loyal
U002067,2025-12-13,3,2240.82,18,4,2,3,New & Promising
U002068,2025-12-03,6,2754.98,28,4,4,3,Champions
U002069,2025-12-12,4,2261.29,19,4,3,3,Potential Loyalists
U002070,2025-08-22,3,1816.7400000000002,131,1,2,2,Hibernating
U002071,2025-12-17,7,4851.650000000001,14,5,4,5,Champions
U002072,2025-12-23,4,2403.0699999999997,8,5,3,3,Potential Loyalists
U002073,2025-11-30,7,4355.82,31,4,4,4,Champions
U002074,2025-10-09,7,2974.37,83,2,4,3,Loyal
U002075,2025-12-18,8,6659.740000000001,13,5,5,5,Champions
U002076,2025-11-04,3,2063.16,57,3,2,2,Potential Loyalists
U002077,2025-07-28,4,3393.8100000000004,156,1,3,4,At Risk
U002078,2025-06-24,2,1120.2,190,1,1,1,Hibernating
U002079,2025-12-14,3,2542.27,17,5,2,3,New & Promising
U002080,2025-08-23,2,852.71,130,1,1,1,Hibernating
U002081,2025-12-24,7,6308.49,7,5,4,5,Champions
U002082,2025-08-30,8,4736.07,123,2,5,5,Loyal
U002083,2025-09-29,3,2279.77,93,2,2,3,Hibernating
U002084,2025-09-18,7,2205.63,104,2,4,3,Loyal
U002085,2025-10-04,4,3217.2799999999997,88,2,3,4,At Risk
U002086,2025-12-13,4,1786.31,18,4,3,2,Potential Loyalists
U002087,2025-12-31,5,3046.52,0,5,3,3,Potential Loyalists
U002088,2025-10-03,2,1197.77,89,2,1,2,Hibernating
U002089,2025-06-17,1,1249.44,197,1,1,2,Hibernating
U002090,2025-12-18,7,3308.71,13,5,4,4,Champions
U002091,2025-04-17,1,244.44,258,1,1,1,Hibernating
U002092,2025-12-17,10,7435.07,14,5,5,5,Champions
U002093,2025-06-20,2,695.89,194,1,1,1,Hibernating
U002094,2025-12-13,3,1678.53,18,4,2,2,New & Promising
U002095,2025-12-21,6,3083.2,10,5,4,3,Champions
U002096,2025-12-23,2,1334.6,8,5,1,2,New & Promising
U002097,2025-12-10,6,3903.25,21,4,4,4,Champions
U002098,2025-10-30,7,5723.42,62,3,4,5,Loyal
U002100,2025-12-20,8,3624.9700000000003,11,5,5,4,Champions
U002101,2025-12-23,5,2067.58,8,5,3,2,Potential Loyalists
U002102,2025-07-20,4,2897.2200000000003,164,1,3,3,At Risk
U002103,2025-05-02,3,1225.96,243,1,2,2,Hibernating
U002104,2025-10-22,1,486.53,70,2,1,1,Hibernating
U002105,2025-12-22,5,3636.0299999999997,9,5,3,4,Potential Loyalists
U002106,2025-12-03,9,5397.34,28,4,5,5,Champions
U002107,2025-12-06,10,5978.74,25,4,5,5,Champions
U002108,2025-03-22,1,595.5,284,1,1,1,Hibernating
U002109,2025-12-12,4,3849.4500000000003,19,4,3,4,Potential Loyalists
U002110,2025-09-20,4,1969.5,102,2,3,2,At Risk
U002111,2025-07-17,7,2821.9900000000002,167,1,4,3,Loyal
