product_id,product_name,category,hot_score,opportunity_score,price,net_sales,units,cost,gross_profit,gross_margin
P00134,Skincare Essential 0134,Skincare,59.81,40.7,415,51022.64,131,30920.5,20102.14,0.3939847095328662
P00740,Hair Care Essential 0740,Hair Care,50.9,56.99,540,51020.89,101,33664.28,17356.61,0.34018634328017405
P00382,Makeup Essential 0382,Makeup,71.32,48.46,342,50597.85,159,28165.06,22432.789999999997,0.4433546089408937
P00530,Fashion Accessories Essential 0530,Fashion Accessories,56.82,68.12,435,50539.91,123,25653.31,24886.600000000002,0.4924148064371306
P00190,Hair Care Essential 0190,Hair Care,64.1,77.99,272,50407.0,199,33482.06,16924.940000000002,0.33576566746682013
P00073,Wellness Essential 0073,Wellness,33.55,45.47,813,50055.23,66,29440.69,20614.540000000005,0.41183588608023586
P00499,Makeup Essential 0499,Makeup,70.89,52.74,290,49870.54,184,27725.84,22144.7,0.4440437179946317
P00204,Makeup Essential 0204,Makeup,54.28,45.03,580,49626.15,92,27799.2,21826.95,0.4398275908971379
P00742,Wellness Essential 0742,Wellness,44.96,49.99,619,49453.44,85,28961.27,20492.170000000002,0.4143729940728087
P00094,Hair Care Essential 0094,Hair Care,39.89,52.04,727,49026.34,73,32676.44,16349.899999999998,0.33349215952078004
P00083,Skincare Essential 0083,Skincare,55.75,32.04,532,48854.86,97,29298.59,19556.27,0.40029323592371363
P00130,Skincare Essential 0130,Skincare,55.97,43.03,424,48287.56,122,29561.57,18725.989999999998,0.3878015372903497
P00697,Feminine Care Essential 0697,Feminine Care,57.05,65.82,519,48266.44,99,33892.29,14374.150000000001,0.2978083736857328
P00040,Fashion Accessories Essential 0040,Fashion Accessories,59.09,61.89,447,48199.8,115,24674.62,23525.180000000004,0.4880762990717804
P00330,Fashion Accessories Essential 0330,Fashion Accessories,50.78,51.5,530,48132.2,97,24642.81,23489.389999999996,0.4880182081849572
P00695,Fashion Accessories Essential 0695,Fashion Accessories,51.03,57.28,494,47774.04,104,24490.39,23283.65,0.48737033753059195
P00062,Hair Care Essential 0062,Hair Care,58.47,61.13,392,47757.44,131,31829.23,15928.210000000003,0.33352311179158683
P00368,Fashion Accessories Essential 0368,Fashion Accessories,64.83,59.07,554,47662.909999999996,92,24438.49,23224.419999999995,0.4872639962604045
P00004,Fashion Accessories Essential 0004,Fashion Accessories,40.62,40.6,1333,47589.87,38,24221.75,23368.120000000003,0.4910313896633885
P00478,Fashion Accessories Essential 0478,Fashion Accessories,35.84,40.92,854,47527.0,60,24520.37,23006.63,0.4840749468723042
P00061,Hair Care Essential 0061,Hair Care,56.02,63.42,631,47519.37,81,31549.33,15970.04,0.33607432085063416
P00792,Makeup Essential 0792,Makeup,67.52,48.32,275,47372.26,183,26131.11,21241.15,0.44838793842641245
P00795,Feminine Care Essential 0795,Feminine Care,59.69,66.52,417,47309.15,120,32977.74,14331.410000000003,0.3029310397671487
P00555,Makeup Essential 0555,Makeup,66.46,44.0,435,47243.13,116,26354.54,20888.589999999997,0.4421508481762321
P00252,Wellness Essential 0252,Wellness,41.68,48.33,633,47131.0,80,27902.6,19228.4,0.40797776410430503
P00020,Feminine Care Essential 0020,Feminine Care,54.44,66.23,340,47127.63,148,33143.48,13984.149999999994,0.2967293284215649
P00598,Fashion Accessories Essential 0598,Fashion Accessories,41.98,43.97,732,47051.98,68,23816.83,23235.15,0.49381875109187756
P00649,Wellness Essential 0649,Wellness,53.69,53.43,563,46869.18,89,27510.9,19358.28,0.41302792154673923
P00684,Makeup Essential 0684,Makeup,67.16,43.64,390,46816.5,127,25537.95,21278.55,0.45450962801576367
P00785,Skincare Essential 0785,Skincare,42.14,28.85,505,46694.83,98,28140.420000000002,18554.41,0.39735469644069804
P00209,Hair Care Essential 0209,Hair Care,55.31,61.27,430,46551.42,116,31049.12,15502.3,0.33301454606540465
P00240,Hair Care Essential 0240,Hair Care,64.67,65.27,356,45827.7,137,30151.16,15676.539999999997,0.34207564420645153
P00090,Skincare Essential 0090,Skincare,40.41,22.4,900,45499.08,54,27538.12,17960.960000000003,0.3947543554726821
P00666,Wellness Essential 0666,Wellness,59.79,66.27,446,45483.13,108,26357.05,19126.079999999998,0.4205093185099618
P00147,Fashion Accessories Essential 0147,Fashion Accessories,58.79,54.35,509,45453.97,95,23279.62,22174.350000000002,0.48784187607815116
P00345,Makeup Essential 0345,Makeup,70.87,48.63,301,45380.78,161,25155.56,20225.219999999998,0.44567810425470866
P00227,Makeup Essential 0227,Makeup,56.99,37.31,497,45319.36,99,25426.57,19892.79,0.4389468430269095
P00575,Skincare Essential 0575,Skincare,45.46,26.8,609,45270.39,80,27753.13,17517.26,0.3869474064614862
P00612,Fashion Accessories Essential 0612,Fashion Accessories,55.37,52.73,613,45192.94,80,23471.08,21721.86,0.4806471984340917
P00450,Makeup Essential 0450,Makeup,57.92,37.26,451,45187.48,107,25094.22,20093.260000000002,0.4446643185236265
P00213,Wellness Essential 0213,Wellness,55.09,68.37,481,44939.45,100,26454.31,18485.139999999996,0.41133436212503705
P00787,Fashion Accessories Essential 0787,Fashion Accessories,48.38,46.88,700,44845.45,68,22914.59,21930.859999999997,0.4890319976720046
P00449,Fashion Accessories Essential 0449,Fashion Accessories,55.77,54.26,623,44829.52,77,23169.61,21659.909999999996,0.4831617648370984
P00541,Wellness Essential 0541,Wellness,42.34,47.7,637,44788.39,75,26202.0,18586.39,0.4149823201950327
P00059,Skincare Essential 0059,Skincare,63.17,51.63,286,44756.14,167,27242.86,17513.28,0.3913045226867196
P00777,Makeup Essential 0777,Makeup,44.29,35.22,831,44507.5,57,24615.23,19892.27,0.44694197607144864
P00408,Wellness Essential 0408,Wellness,40.93,47.89,944,44465.03,51,26521.14,17943.89,0.40355061044600665
P00169,Makeup Essential 0169,Makeup,43.65,37.07,602,44462.19,79,24796.079999999998,19666.110000000004,0.44231087132685104
P00418,Hair Care Essential 0418,Hair Care,67.41,74.76,281,44461.76,168,29238.16,15223.600000000002,0.342397601894302
P00012,Makeup Essential 0012,Makeup,70.1,44.1,326,44221.68,145,24665.75,19555.93,0.44222494486867076
P00211,Wellness Essential 0211,Wellness,44.47,46.87,866,44172.090000000004,54,25784.38,18387.710000000003,0.4162743940800628
P00005,Fashion Accessories Essential 0005,Fashion Accessories,48.81,56.14,482,44143.49,97,22530.72,21612.769999999997,0.489602657152844
P00447,Skincare Essential 0447,Skincare,44.17,27.94,569,44105.57,84,27090.2,17015.37,0.38578732799508086
P00647,Skincare Essential 0647,Skincare,52.55,28.87,665,43933.13,70,26479.94,17453.19,0.3972671648935553
P00667,Hair Care Essential 0667,Hair Care,52.4,59.97,693,43798.21,68,29047.83,14750.379999999997,0.3367804300678041
P00389,Skincare Essential 0389,Skincare,63.49,44.14,387,43773.32,122,27082.3,16691.02,0.3813057816953341
P00019,Skincare Essential 0019,Skincare,34.9,18.28,963,43726.5,48,26292.49,17434.01,0.39870581912570174
P00301,Hair Care Essential 0301,Hair Care,64.67,66.09,459,43605.31,102,28968.94,14636.369999999999,0.3356556804664386
P00456,Feminine Care Essential 0456,Feminine Care,43.46,58.86,517,43449.81,90,30571.36,12878.449999999997,0.296398304158292
P00653,Hair Care Essential 0653,Hair Care,62.98,65.91,568,43392.04,82,29003.76,14388.280000000002,0.33158800554203033
P00540,Feminine Care Essential 0540,Feminine Care,64.27,63.61,266,43195.27,175,30815.12,12380.149999999998,0.28660892732005144
P00399,Skincare Essential 0399,Skincare,62.19,41.72,347,42835.68,132,26100.55,16735.13,0.39068202022239407
P00462,Wellness Essential 0462,Wellness,63.41,75.09,248,42706.13,185,25247.86,17458.269999999997,0.4088000949746558
P00380,Makeup Essential 0380,Makeup,63.34,39.43,476,42649.97,95,23578.43,19071.54,0.44716420668056744
P00448,Hair Care Essential 0448,Hair Care,67.83,76.27,253,42225.89,177,27815.97,14409.919999999998,0.3412579344094345
P00455,Makeup Essential 0455,Makeup,68.82,45.81,378,42183.86,119,23362.26,18821.600000000002,0.44618012671197
P00642,Fashion Accessories Essential 0642,Fashion Accessories,63.96,67.64,321,42029.93,141,21665.64,20364.29,0.48451877031439267
P00711,Feminine Care Essential 0711,Feminine Care,49.32,66.56,574,41842.58,78,29633.61,12208.970000000001,0.2917833938538207
P00431,Hair Care Essential 0431,Hair Care,54.83,57.36,494,41666.95,90,27645.84,14021.109999999997,0.33650435177040794
P00538,Feminine Care Essential 0538,Feminine Care,76.79,69.98,183,41590.57,241,29067.51,12523.060000000001,0.3011033510721301
P00727,Wellness Essential 0727,Wellness,30.84,39.73,1228,41546.22,36,24296.17,17250.050000000003,0.4152014310808541
P00156,Makeup Essential 0156,Makeup,63.5,41.68,313,41493.19,141,22848.35,18644.840000000004,0.449346989228835
P00416,Makeup Essential 0416,Makeup,52.71,36.05,351,41284.4,126,23036.91,18247.49,0.4419947970662042
P00305,Wellness Essential 0305,Wellness,37.1,45.84,776,41230.24,57,24242.52,16987.719999999998,0.41202088564121864
P00273,Feminine Care Essential 0273,Feminine Care,59.13,65.95,335,41106.39,132,29246.62,11859.77,0.28851402421861905
P00531,Fashion Accessories Essential 0531,Fashion Accessories,38.06,40.57,687,40996.55,64,21097.55,19899.000000000004,0.4853823065599423
P00525,Hair Care Essential 0525,Hair Care,46.58,55.9,580,40778.12,75,26802.34,13975.780000000002,0.34272742343197776
P00253,Skincare Essential 0253,Skincare,65.87,43.01,361,40773.6,121,24967.0,15806.599999999999,0.3876675103498342
P00561,Hair Care Essential 0561,Hair Care,52.61,62.74,405,40710.58,107,26936.55,13774.030000000002,0.3383403036753591
P00072,Hair Care Essential 0072,Hair Care,53.42,60.01,417,40413.3,104,26837.19,13576.110000000004,0.3359317353445525
P00641,Fashion Accessories Essential 0641,Fashion Accessories,53.36,53.48,506,40291.98,85,20611.33,19680.65,0.4884508033608673
P00771,Wellness Essential 0771,Wellness,49.41,51.15,623,39928.37,68,23408.75,16519.620000000003,0.4137313894857216
P00021,Fashion Accessories Essential 0021,Fashion Accessories,54.64,61.46,476,39744.43,89,20326.48,19417.95,0.48857034809657607
P00161,Feminine Care Essential 0161,Feminine Care,73.81,69.23,224,39731.1,190,28060.920000000002,11670.179999999997,0.29372909383329426
P00175,Makeup Essential 0175,Makeup,53.38,35.59,434,39658.86,98,22116.91,17541.95,0.4423210853766346
P00245,Hair Care Essential 0245,Hair Care,46.71,56.71,577,39633.82,73,26209.45,13424.369999999999,0.3387099704242488
P00276,Makeup Essential 0276,Makeup,59.09,40.9,359,39509.82,117,21845.97,17663.85,0.4470749297263313
P00597,Skincare Essential 0597,Skincare,25.95,13.76,947,39491.229999999996,44,23740.850000000002,15750.379999999994,0.3988323483467088
P00284,Skincare Essential 0284,Skincare,37.44,23.36,646,39148.26,64,23434.01,15714.250000000004,0.4014035361980329
P00034,Fashion Accessories Essential 0034,Fashion Accessories,47.87,42.63,712,39108.96,59,20096.45,19012.51,0.4861420503127672
P00041,Wellness Essential 0041,Wellness,43.2,49.56,769,39076.4,54,22876.8,16199.600000000002,0.41456224217174564
P00181,Skincare Essential 0181,Skincare,38.95,21.65,780,38901.47,53,23581.9,15319.57,0.39380439865125916
P00651,Fashion Accessories Essential 0651,Fashion Accessories,56.47,61.09,384,38894.28,109,20114.74,18779.539999999997,0.48283552234415955
P00131,Fashion Accessories Essential 0131,Fashion Accessories,42.93,44.98,700,38871.93,60,20164.93,18707.0,0.4812470078022882
P00753,Skincare Essential 0753,Skincare,46.36,26.22,676,38856.09,62,23928.86,14927.229999999996,0.3841670636443347
P00242,Wellness Essential 0242,Wellness,55.55,64.2,344,38821.57,120,22612.32,16209.25,0.4175320575649053
P00334,Skincare Essential 0334,Skincare,58.95,40.25,349,38716.37,119,23656.79,15059.580000000002,0.38897189999992254
P00677,Makeup Essential 0677,Makeup,59.56,38.36,426,38113.1,98,21739.44,16373.66,0.42960714295084895
P00123,Wellness Essential 0123,Wellness,56.06,53.42,541,37722.0,74,22079.23,15642.77,0.4146855946132231
P00080,Makeup Essential 0080,Makeup,47.53,34.52,411,37712.4,98,20955.0,16757.4,0.4443472173608681
P00592,Fashion Accessories Essential 0592,Fashion Accessories,59.37,64.79,341,37694.840000000004,118,19255.32,18439.520000000004,0.48917889026720907
P00519,Makeup Essential 0519,Makeup,64.55,43.11,361,37522.33,111,20902.44,16619.890000000003,0.4429333146422411
P00314,Hair Care Essential 0314,Hair Care,66.23,75.37,277,37516.82,144,24751.02,12765.8,0.3402687114739469
P00146,Skincare Essential 0146,Skincare,61.88,49.68,295,37360.42,135,22740.41,14620.009999999998,0.3913234915453306
P00731,Skincare Essential 0731,Skincare,37.25,22.49,703,37352.25,58,23295.72,14056.529999999999,0.37632351464771197
P00303,Skincare Essential 0303,Skincare,43.68,31.59,463,37344.58,87,22940.61,14403.970000000001,0.3857044315399986
P00398,Makeup Essential 0398,Makeup,66.3,41.21,357,37194.04,112,20754.29,16439.75,0.4419995784270813
P00322,Feminine Care Essential 0322,Feminine Care,56.19,67.23,428,37186.92,93,26300.97,10885.949999999997,0.2927359942689526
P00497,Hair Care Essential 0497,Hair Care,54.8,60.44,461,37134.57,86,24584.59,12549.98,0.33795948088263844
P00099,Skincare Essential 0099,Skincare,39.05,29.08,515,37045.86,78,22882.95,14162.91,0.3823074967081342
P00552,Feminine Care Essential 0552,Feminine Care,66.62,62.36,282,36986.7,140,26046.29,10940.409999999996,0.29579308237826024
P00312,Wellness Essential 0312,Wellness,21.97,31.08,1231,36946.81,32,21575.4,15371.409999999996,0.416041601426483
P00765,Wellness Essential 0765,Wellness,36.59,42.77,1187,36568.11,33,21782.57,14785.54,0.4043287990546955
P00285,Wellness Essential 0285,Wellness,33.45,39.86,637,36550.47,61,21468.78,15081.690000000002,0.4126264313427434
P00317,Skincare Essential 0317,Skincare,28.11,14.49,1119,36378.96,35,22342.88,14036.079999999998,0.38582961140175526
P00523,Makeup Essential 0523,Makeup,48.68,34.27,446,36327.93,87,20153.54,16174.39,0.4452329103254713
P00349,Hair Care Essential 0349,Hair Care,58.14,60.07,409,36283.05,95,23960.829999999998,12322.220000000005,0.33961367635852013
P00057,Makeup Essential 0057,Makeup,65.72,44.76,288,36241.62,135,20173.12,16068.500000000004,0.4433714607680342
P00162,Skincare Essential 0162,Skincare,61.88,40.71,345,36239.83,112,22033.76,14206.070000000003,0.39200156292123894
P00176,Makeup Essential 0176,Makeup,68.44,52.83,253,36168.27,153,20060.87,16107.399999999998,0.44534615562204105
P00208,Hair Care Essential 0208,Hair Care,56.36,59.01,415,36123.22,93,23950.98,12172.240000000002,0.3369644234373348
P00058,Makeup Essential 0058,Makeup,48.59,40.16,518,36070.2,74,19817.71,16252.489999999998,0.4505794256754883
P00780,Makeup Essential 0780,Makeup,46.72,36.45,812,35889.71,47,19795.42,16094.29,0.44843744906269795
P00793,Wellness Essential 0793,Wellness,52.56,55.13,523,35838.35,73,20895.71,14942.64,0.4169455346018999
P00070,Skincare Essential 0070,Skincare,60.6,38.22,419,35825.53,93,22214.21,13611.32,0.37993352785011136
P00385,Skincare Essential 0385,Skincare,41.62,25.51,629,35823.12,60,21538.55,14284.570000000003,0.3987528166167548
P00586,Skincare Essential 0586,Skincare,37.87,19.56,690,35700.5,56,22080.71,13619.79,0.3815013795324996
P00251,Wellness Essential 0251,Wellness,47.13,44.61,606,35344.12,62,20602.91,14741.210000000003,0.4170767301604907
P00329,Makeup Essential 0329,Makeup,60.94,38.06,377,35300.39,100,19587.13,15713.259999999998,0.44512992632659293
P00550,Hair Care Essential 0550,Hair Care,46.34,58.45,429,35251.28,88,23458.09,11793.189999999999,0.3345464334912094
P00376,Skincare Essential 0376,Skincare,42.16,26.72,513,35113.77,73,21261.82,13851.949999999997,0.3944876895873043
P00708,Hair Care Essential 0708,Hair Care,49.82,56.25,424,34759.99,88,23117.3,11642.689999999999,0.33494514814302306
P00446,Wellness Essential 0446,Wellness,39.17,41.49,697,34633.01,53,20296.32,14336.690000000002,0.4139602650765845
P00607,Skincare Essential 0607,Skincare,56.92,44.47,286,34450.85,128,20862.79,13588.059999999998,0.39441871535825673
P00675,Feminine Care Essential 0675,Feminine Care,78.34,71.62,151,34234.21,242,24125.21,10109.0,0.29528941956014176
P00629,Skincare Essential 0629,Skincare,55.62,37.9,330,34216.63,110,20731.52,13485.109999999997,0.3941098232058504
P00282,Fashion Accessories Essential 0282,Fashion Accessories,43.83,43.44,584,34047.4,62,17448.64,16598.760000000002,0.4875191644589602
P00553,Hair Care Essential 0553,Hair Care,46.55,54.98,564,33942.15,65,22669.55,11272.600000000002,0.33211213785809096
P00665,Makeup Essential 0665,Makeup,65.95,48.05,249,33903.56,146,18864.58,15038.979999999996,0.4435811460507391
P00258,Fashion Accessories Essential 0258,Fashion Accessories,49.3,57.71,406,33783.27,89,17279.22,16504.049999999996,0.4885273095233231
P00008,Skincare Essential 0008,Skincare,56.93,32.15,545,33453.21,65,20189.13,13264.079999999998,0.39649647971001883
P00411,Fashion Accessories Essential 0411,Fashion Accessories,56.17,60.38,322,33207.55,109,16695.37,16512.180000000004,0.49724174171235164
P00683,Wellness Essential 0683,Wellness,65.4,72.89,250,33144.73,142,19535.8,13608.930000000004,0.41059106530661144
P00391,Skincare Essential 0391,Skincare,39.02,22.4,823,33133.82,44,20696.83,12436.989999999998,0.375356357944843
P00535,Hair Care Essential 0535,Hair Care,55.79,61.24,399,33086.62,88,21784.32,11302.300000000003,0.3415972982432174
P00363,Feminine Care Essential 0363,Feminine Care,63.17,57.49,270,33043.42,131,23347.56,9695.859999999997,0.29342785946491
P00263,Fashion Accessories Essential 0263,Fashion Accessories,47.87,54.96,430,32946.04,82,16886.88,16059.16,0.4874382475101712
P00632,Makeup Essential 0632,Makeup,53.01,38.2,399,32870.39,88,18287.36,14583.029999999999,0.44365247872020985
P00332,Skincare Essential 0332,Skincare,47.2,25.51,609,32858.54,58,20123.7,12734.84,0.3875656069928853
P00106,Skincare Essential 0106,Skincare,40.88,23.36,610,32833.63,58,20120.46,12713.169999999998,0.3871996486529208
P00372,Makeup Essential 0372,Makeup,61.48,40.48,317,32738.68,111,18288.11,14450.57,0.44139134503895694
P00481,Makeup Essential 0481,Makeup,66.28,47.22,255,32547.46,136,18135.52,14411.939999999999,0.44279768682410237
P00026,Hair Care Essential 0026,Hair Care,33.92,44.66,946,32537.92,37,21563.6,10974.32,0.33727785918706543
P00564,Feminine Care Essential 0564,Feminine Care,45.47,63.82,351,32333.6,98,22633.64,9699.96,0.2999962886904025
P00222,Makeup Essential 0222,Makeup,52.46,40.24,575,32246.69,60,17984.1,14262.59,0.44229624808003554
P00027,Fashion Accessories Essential 0027,Fashion Accessories,62.42,60.93,329,31958.25,104,16404.29,15553.96,0.4866962364960534
P00261,Skincare Essential 0261,Skincare,52.33,30.95,503,31897.94,68,19368.79,12529.149999999998,0.3927886879215397
P00760,Fashion Accessories Essential 0760,Fashion Accessories,58.19,60.14,346,31773.87,98,16195.95,15577.919999999998,0.4902745557906544
P00465,Wellness Essential 0465,Wellness,46.23,61.42,445,31747.49,76,18564.91,13182.580000000002,0.41523219630906255
P00054,Skincare Essential 0054,Skincare,27.08,15.15,1017,31701.49,33,19130.87,12570.620000000003,0.39653088861122937
P00662,Hair Care Essential 0662,Hair Care,53.54,69.55,226,31596.52,148,20677.59,10918.93,0.3455738163569912
P00568,Wellness Essential 0568,Wellness,42.19,46.18,800,31467.54,42,18542.93,12924.61,0.4107283251248747
P00369,Skincare Essential 0369,Skincare,71.01,57.39,188,31387.15,178,19065.23,12321.920000000002,0.3925784915164327
P00030,Feminine Care Essential 0030,Feminine Care,56.99,59.86,283,31362.41,119,22203.77,9158.64,0.29202602733654714
P00610,Feminine Care Essential 0610,Feminine Care,51.62,63.18,527,31307.22,63,21989.38,9317.84,0.2976259150445169
P00179,Skincare Essential 0179,Skincare,60.16,46.45,270,31203.64,124,19138.16,12065.48,0.38666899118179804
P00508,Skincare Essential 0508,Skincare,33.94,19.97,733,31168.13,45,18763.68,12404.45,0.39798505717218197
P00686,Hair Care Essential 0686,Hair Care,47.07,54.69,520,31079.41,64,20500.52,10578.89,0.34038258770034563
P00144,Makeup Essential 0144,Makeup,66.51,47.85,218,31039.88,152,17249.7,13790.18,0.44427298043678004
P00259,Skincare Essential 0259,Skincare,54.97,48.74,285,30999.46,116,18841.55,12157.91,0.3921974769883088
P00601,Makeup Essential 0601,Makeup,51.34,34.42,480,30986.67,69,17196.17,13790.5,0.44504620857936655
P00018,Fashion Accessories Essential 0018,Fashion Accessories,30.64,39.55,631,30872.06,52,15697.74,15174.320000000002,0.491522755527166
P00702,Feminine Care Essential 0702,Feminine Care,61.65,57.77,288,30716.89,114,21590.84,9126.05,0.29710201781495454
P00453,Hair Care Essential 0453,Hair Care,55.74,59.81,372,30652.34,88,20206.16,10446.18,0.3407955151221734
P00015,Feminine Care Essential 0015,Feminine Care,56.84,65.74,307,30465.45,106,21529.93,8935.52,0.2933001153765987
P00668,Hair Care Essential 0668,Hair Care,24.88,45.08,497,30351.45,65,20082.57,10268.880000000001,0.33833243551790776
P00277,Makeup Essential 0277,Makeup,52.58,36.22,372,30199.7,87,16772.56,13427.14,0.44461170144074275
P00362,Makeup Essential 0362,Makeup,63.79,46.81,179,29953.04,179,16623.52,13329.52,0.44501392846936405
P00741,Makeup Essential 0741,Makeup,69.38,50.73,196,29824.09,163,16551.81,13272.279999999999,0.4450187750908745
P00594,Skincare Essential 0594,Skincare,32.31,24.02,555,29778.829999999998,57,17948.94,11829.89,0.3972583879218895
P00351,Hair Care Essential 0351,Hair Care,49.19,54.95,391,29658.44,81,19738.11,9920.329999999998,0.3344859001350037
P00153,Wellness Essential 0153,Wellness,48.14,48.8,533,29596.93,59,17161.94,12434.990000000002,0.42014458932058163
P00182,Feminine Care Essential 0182,Feminine Care,64.25,61.39,294,29451.85,106,20560.61,8891.239999999998,0.30189071314705185
P00529,Feminine Care Essential 0529,Feminine Care,48.59,60.83,314,29436.65,100,20667.489999999998,8769.160000000003,0.29789938732838156
P00676,Hair Care Essential 0676,Hair Care,41.09,52.26,393,29375.71,79,19309.8,10065.91,0.3426609944066033
P00364,Makeup Essential 0364,Makeup,50.29,36.48,326,29319.92,96,16293.210000000001,13026.709999999997,0.4442955506017751
P00003,Fashion Accessories Essential 0003,Fashion Accessories,40.71,41.56,574,29230.899999999998,54,14877.03,14353.869999999997,0.4910512505601948
P00692,Wellness Essential 0692,Wellness,40.83,55.31,494,29192.53,63,17180.8,12011.73,0.41146587842848836
P00024,Makeup Essential 0024,Makeup,49.89,33.98,405,29172.5,77,16249.47,12923.03,0.44298671694232583
P00614,Fashion Accessories Essential 0614,Fashion Accessories,46.34,52.0,428,29054.87,72,14876.88,14177.99,0.4879729284625951
P00762,Makeup Essential 0762,Makeup,42.91,30.7,468,28889.92,65,15942.47,12947.449999999999,0.4481649654966161
P00558,Hair Care Essential 0558,Hair Care,42.01,49.33,446,28861.399999999998,69,19193.63,9667.769999999997,0.3349723159652684
P00202,Wellness Essential 0202,Wellness,37.18,46.59,548,28808.489999999998,56,16930.09,11878.399999999998,0.4123228950909957
P00387,Skincare Essential 0387,Skincare,40.36,22.49,614,28705.71,50,17497.44,11208.27,0.39045437301498553
P00477,Skincare Essential 0477,Skincare,51.22,35.29,386,28693.67,80,17591.95,11101.719999999998,0.38690484695753447
P00239,Hair Care Essential 0239,Hair Care,60.82,67.91,265,28553.8,115,18913.17,9640.630000000001,0.3376303679370172
P00466,Wellness Essential 0466,Wellness,36.56,43.43,563,28448.21,54,16734.94,11713.27,0.41174014111959945
P00100,Wellness Essential 0100,Wellness,40.14,57.88,362,28445.23,83,16525.739999999998,11919.490000000002,0.41903299779963116
P00493,Makeup Essential 0493,Makeup,43.46,30.3,336,28284.39,91,15918.93,12365.46,0.4371831953950571
P00318,Makeup Essential 0318,Makeup,66.63,49.4,225,28136.12,133,15626.92,12509.199999999999,0.44459577226710717
P00361,Hair Care Essential 0361,Hair Care,47.98,56.8,600,28135.84,50,18628.85,9506.990000000002,0.33789607845367337
P00559,Skincare Essential 0559,Skincare,47.57,40.21,300,28061.39,100,17108.95,10952.439999999999,0.39030283246838443
P00302,Hair Care Essential 0302,Hair Care,34.27,46.9,672,28013.37,44,18348.05,9665.32,0.3450252504429135
P00117,Makeup Essential 0117,Makeup,54.33,37.28,257,27822.59,116,15453.81,12368.78,0.4445588998004859
P00294,Makeup Essential 0294,Makeup,47.07,27.0,373,27647.74,79,15399.210000000001,12248.53,0.44302102088633644
P00721,Skincare Essential 0721,Skincare,56.84,48.05,233,27483.84,125,16676.0,10807.84,0.3932434477860445
P00356,Fashion Accessories Essential 0356,Fashion Accessories,50.04,46.63,525,27472.8,57,14338.03,13134.769999999999,0.4781008852392184
P00557,Skincare Essential 0557,Skincare,41.93,25.9,538,27457.94,55,16832.83,10625.109999999997,0.3869594732889648
P00118,Makeup Essential 0118,Makeup,29.28,24.86,441,27422.12,66,15076.22,12345.9,0.4502168322507523
P00410,Skincare Essential 0410,Skincare,43.36,33.61,429,27353.21,68,16655.76,10697.45,0.3910857263187758
P00357,Feminine Care Essential 0357,Feminine Care,73.64,68.26,203,27239.09,143,19184.64,8054.450000000001,0.29569453311399174
P00419,Skincare Essential 0419,Skincare,59.05,46.59,289,27221.03,100,16582.73,10638.3,0.39081180983967173
P00754,Makeup Essential 0754,Makeup,37.88,25.52,499,27203.5,58,15147.34,12056.16,0.4431841490984616
P00590,Skincare Essential 0590,Skincare,33.72,23.94,589,27153.03,49,16404.75,10748.279999999999,0.3958409061530149
P00794,Skincare Essential 0794,Skincare,37.96,26.02,536,27002.5,54,16507.91,10494.59,0.38865253217294693
P00433,Hair Care Essential 0433,Hair Care,58.33,67.39,230,26985.54,125,17764.77,9220.77,0.3416929955820784
P00732,Skincare Essential 0732,Skincare,60.57,48.56,195,26933.26,149,16555.46,10377.8,0.3853154055617478
P00137,Skincare Essential 0137,Skincare,36.25,32.42,417,26922.85,69,16414.65,10508.199999999997,0.3903078611662583
P00157,Feminine Care Essential 0157,Feminine Care,47.01,58.53,284,26879.27,101,18894.920000000002,7984.3499999999985,0.2970448974246696
P00784,Hair Care Essential 0784,Hair Care,37.73,49.47,587,26863.16,49,17849.75,9013.41,0.3355305183753512
P00255,Skincare Essential 0255,Skincare,34.35,22.4,502,26685.95,57,16298.5,10387.45,0.38924790011223137
P00476,Makeup Essential 0476,Makeup,51.03,34.77,322,26508.44,88,14715.88,11792.56,0.4448605802529308
P00129,Hair Care Essential 0129,Hair Care,57.94,68.0,298,26269.15,95,17618.829999999998,8650.320000000003,0.32929577089475687
P00373,Skincare Essential 0373,Skincare,24.35,14.1,758,26157.72,37,15887.94,10269.78,0.3926099063679862
P00678,Skincare Essential 0678,Skincare,33.18,16.69,607,25937.91,46,15948.81,9989.1,0.38511584009659994
P00306,Feminine Care Essential 0306,Feminine Care,66.88,61.25,187,25935.6,148,18174.34,7761.259999999998,0.29925122225820877
P00353,Fashion Accessories Essential 0353,Fashion Accessories,39.84,45.89,422,25911.75,65,13211.72,12700.03,0.4901262940557855
P00736,Hair Care Essential 0736,Hair Care,53.82,66.11,254,25682.85,108,17114.48,8568.369999999999,0.3336222420798315
P00739,Hair Care Essential 0739,Hair Care,52.23,55.35,327,25531.97,84,16996.64,8535.330000000002,0.33429970346980675
P00783,Hair Care Essential 0783,Hair Care,54.18,58.06,345,25509.46,78,16671.51,8837.95,0.3464577454795202
P00631,Hair Care Essential 0631,Hair Care,59.71,58.38,405,25490.72,67,16855.09,8635.630000000001,0.33877544455393965
P00075,Wellness Essential 0075,Wellness,35.5,42.9,555,25411.0,49,15026.18,10384.82,0.4086741962142379
P00689,Skincare Essential 0689,Skincare,42.7,25.67,467,25391.760000000002,59,15666.57,9725.190000000002,0.3830057467461886
